precio,descuento,stock,mes,categoria,demanda
74.31258694211608,0.1840234167632123,451,6,1,66.54566964234478
65.56795977874525,0.05011018382762256,52,4,1,51.68085541732514
89.28521054475102,0.297350587841093,178,4,2,33.900681854725086
49.860417890385186,0.06950151041503301,432,2,2,99.22223374675374
16.36145336413866,0.2828195322405377,95,2,1,145.1836078210174
72.75825478618452,0.19489399469771054,186,12,0,54.70756667153353
77.27457961860526,0.18232103846365774,26,4,1,40.916523134323526
58.32133376910214,0.15380655330495258,107,5,2,74.7430987434009
78.2418820956833,0.0692009435153276,463,8,1,57.42304267684606
51.91058165461712,0.052958409601652476,207,6,2,85.44280766690707
54.65961879128943,0.0661458627210526,107,4,2,69.90115691663834
45.616396744062214,0.055931478643276356,74,11,2,98.11790790733542
7.414817040689043,0.23387534207002597,339,7,1,168.4898233165629
15.249685564363922,0.10503757775001903,350,8,2,144.8388830127063
7.9857726402397535,0.01735280296901891,14,2,2,143.03282336187664
65.45898907005915,0.29073078904224336,11,12,1,66.1543698588363
34.86381820225104,0.2651357654890277,31,7,2,95.17279742623813
53.31421566064677,0.27832568495856386,121,2,1,93.4044876591743
91.21881502297883,0.2984723467939306,66,2,2,21.200332781386415
28.68276176914312,0.05216857476584619,75,8,0,122.6785639168907
43.98637768838483,0.11887260567079762,339,2,0,104.49656736202817
76.77735816158962,0.22747154271122738,107,11,2,59.35824286708759
26.735825721704135,0.20880618541613766,153,9,0,121.68438515627462
12.313091433735334,0.046168771901956514,377,12,1,153.38809411590123
32.526388026807965,0.24474993749718532,444,1,0,147.7503498397161
20.31602228913042,0.0673321715509982,134,9,2,126.90240967970605
93.32127697254444,0.06714528444678693,176,1,2,16.267177776164626
81.77143605861961,0.16109232686802408,95,10,1,46.697868393289674
65.17335686849023,0.17788198045251094,85,10,2,71.74067968739982
87.78875606783318,0.17402586235134335,353,2,1,39.180667681669206
81.34884730541587,0.027446051219326462,433,6,0,31.144421398664885
22.724155594173403,0.2632382587891141,303,6,0,138.12544977321207
89.79310485654788,0.07968001277661181,453,1,1,48.71793857087298
56.23751298198682,0.03885447638484125,68,7,1,63.2361124520246
81.70681474058594,0.26662442396069314,147,8,2,48.01162071699379
90.12867349273186,0.286695449468926,108,2,0,27.96691285468507
35.210330122327065,0.25863828517963516,201,8,1,100.84474745023067
15.454932830129293,0.24285482241746342,252,9,0,144.80553010527996
26.65384044148446,0.1965725941917065,328,6,1,142.97918925425577
45.57523991949435,0.16525721118274178,58,5,0,69.09747587923744
82.71140276263685,0.02609602797342304,457,12,2,52.60937075947163
86.76940540935263,0.1225359639212096,41,9,0,16.16199776803742
5.660452400463117,0.1118065551036942,400,12,0,173.18406984923195
53.52099374486875,0.07792613512809786,286,11,0,95.05800549783831
44.654045299134005,0.21702603410657548,29,9,0,93.60075440751501
26.100241994719372,0.14876272052363124,163,1,0,124.74109144629028
16.387209896699865,0.02431386477229438,392,11,2,138.1712514222019
37.07344128334466,0.0660549605849434,77,3,1,88.08675210318052
94.57642187168932,0.20497762909787878,375,9,0,54.115177710697296
35.704278541971746,0.022839257847090056,381,11,2,107.9848308076856
54.28510906561978,0.2553620742146306,223,2,0,108.16840142426659
71.7868010950419,0.1485439581041923,152,12,0,48.751995864645
39.54481222603293,0.14417597319799438,385,4,1,122.3934842242276
97.31929785849127,0.17772233539785529,241,4,0,13.579098385619513
96.43249301950057,0.24740428977754475,222,2,2,34.05542512864653
28.919318103409594,0.10434276237065791,88,3,2,112.98228739188728
52.23860805977662,0.20340484576771906,223,3,1,89.83716859196433
33.58343943259312,0.1697195891987373,125,1,0,120.4610520088917
32.05984696585942,0.0801084810508264,101,6,2,106.27423995296121
8.504259998680617,0.2635889959065474,279,8,0,150.09157484285547
62.9086117280902,0.23922780648207842,420,12,0,96.21152836606313
52.75450720674184,0.19753555039752765,390,3,0,88.78601080994034
9.890481368748988,0.25517451872827257,498,5,1,177.98817672726926
31.471414102478086,0.2601882602879407,177,1,0,134.3822573140099
91.2852591668321,0.21250889301451042,67,10,2,23.292617036955203
27.75837961336238,0.2511039985091016,293,7,0,147.39115894632934
18.765012848666196,0.20924143850078508,35,10,2,138.8823897306528
51.49801222636849,0.20404223152809012,378,1,0,94.89647903540401
98.63679314050707,0.18558341346455529,456,12,2,48.1382709851279
27.99525079359254,0.22581499186729237,75,11,2,111.6311551855819
68.85287700355846,0.04758153158792211,418,9,0,66.23275677502276
77.35386345622817,0.26426122775967853,257,8,0,57.969118167448386
27.57556667927797,0.26155305832356956,263,7,2,140.91653990744408
74.18055311812665,0.008774184910367744,396,10,1,70.12221254213976
39.93939760832906,0.24774502516942878,465,7,0,136.25607041500498
65.06905390639005,0.03866096024203356,53,5,1,59.21695034825966
65.18532252228499,0.10053565627774257,106,5,0,59.74610798582398
55.89859498710206,0.22305247688748234,51,11,0,61.59488894744473
13.577528155168789,0.04822796881449246,236,5,0,130.70364766341928
84.35373708097761,0.24539010723571864,271,1,0,66.95545463323387
35.474106172314904,0.24964025338732257,176,8,1,99.71013353586838
22.719258487986153,0.15224032012825087,445,12,0,137.93822184201224
8.873638447702572,0.001915761515050074,288,11,2,162.63139322469954
61.134829602882974,0.08611143995247383,98,1,2,69.6004605852729
69.36861437501683,0.18507807551272265,388,4,1,83.88143292316781
6.575843748146335,0.294355853408227,187,9,0,169.63231056089862
53.64884053843169,0.1895440581050005,436,9,2,115.49976747121136
26.517098643804104,0.07794107431924793,412,5,1,137.6756786159051
66.29141508889774,0.1902017109298834,206,4,0,77.00744020466267
21.564810755474188,0.16199561391475664,316,3,2,134.31009924194316
70.63908511973426,0.23395361854534308,276,3,2,75.40238300344713
41.73985789855105,0.03209419164808752,277,12,1,98.88366175468552
93.98934892998977,0.2283083707506084,83,5,0,20.050336462738635
18.06448969386936,0.16237997360283307,17,10,0,140.81949928580897
37.40130334977456,0.28889760115769836,417,1,2,138.20915879381673
15.779984517855961,0.10256164981160583,485,5,2,172.59252727125767
92.84589373646347,0.18978656794018442,306,6,2,51.75311964717605
88.3472385711932,0.27960843165300525,173,7,0,49.28271533944822
29.504454632939783,0.030752918397203774,494,12,1,114.77650786808337
67.698484373247,0.28116854617093534,94,9,1,85.48751057817324
82.63610901911551,0.206365716690244,81,3,0,49.59379901250256
57.744077101948925,0.02035111773155157,64,2,1,59.94283933279117
55.316804943820614,0.09028907008404487,402,3,2,98.92833764409913
27.97596763554291,0.21245162659358446,56,12,1,111.08597246673757
13.844762941560425,0.02020518044063151,408,9,1,156.82941581078836
90.23549700556605,0.174651138052882,441,12,1,32.266610983554045
90.5397154305164,0.10376491708588702,247,7,2,23.64648862065338
65.14463844096045,0.18627465533024312,113,9,0,74.34606639707675
37.20783014962657,0.013722610143753854,219,2,2,116.5532527126768
38.17490958820279,0.2614610418457129,51,5,0,111.61505630431957
73.96578949267274,0.29204669075321904,325,4,0,67.04196393177213
90.22547469549482,0.2906633565857074,477,2,0,31.896292835873226
89.27321030518614,0.2248955495228774,463,9,1,48.39475102185106
79.08817685647426,0.03902587203918959,277,9,1,52.50387908549336
65.99300638465733,0.22747895877870677,395,6,0,78.96678730259288
12.993296674529638,0.007376074937640453,272,11,0,144.2530793241434
20.35472783898831,0.006637065458699176,345,6,1,135.19358683527327
90.36264791007252,0.09708306574486238,396,8,2,35.89311924391998
62.61076066766104,0.14659295712139972,374,6,0,82.87228075417656
5.873719903579817,0.23112222534233795,268,1,2,163.4185855902226
14.63979657227305,0.20498861298195156,292,4,1,167.3226313270074
68.0326680652653,0.1337708119130245,123,7,0,38.72535001391594
5.480850465390775,0.08208799988449976,372,2,2,159.02469843642803
20.27676488466237,0.29913735004731334,49,9,2,128.28915794019986
57.129709989825685,0.12785439067079188,495,8,2,97.63926054914518
70.73004378080586,0.13541610729890263,426,8,1,72.74718755256761
66.93631965274704,0.049087146357500756,229,7,1,79.72180885424876
26.30558439875318,0.2384428646249788,138,4,2,148.8751871160971
72.6570260280159,0.20810466773444658,17,2,2,44.53885978899366
27.538663312196007,0.06623088383662812,110,3,1,117.50854987387369
35.912971325130435,0.024714313684752808,425,12,2,120.57930286578555
75.91668348621229,0.20414979062241392,389,6,2,57.804326818428905
66.7151254094854,0.19635336428434055,185,12,1,75.27880046036516
85.6762239969469,0.0819778580994628,116,12,2,28.989483221903328
67.47322476853262,0.2852590686751231,110,5,2,57.876767774947446
58.9893173168698,0.04531736753427007,269,12,2,74.43620935874337
13.899102943668785,0.12970044031278058,487,8,1,150.00962187272935
39.93300129064618,0.28308477605027965,463,6,2,137.77120516073728
30.19422492976392,0.1259181950778367,375,6,1,148.77016491038268
28.17901612101294,0.19155778429922565,255,1,1,132.50755877238728
97.43600270148232,0.11927831938883827,284,4,0,25.122679597751187
42.34428384334224,0.082264560704601,41,5,0,94.17114993895854
89.74442274182576,0.29519329438794845,146,12,2,49.26537089604193
64.95816946973997,0.1228002018945129,21,11,1,71.35974592608751
80.5070738364566,0.2682297611037403,404,3,0,61.6943416150198
52.75052384499325,0.06898638176732586,311,9,2,92.39943259466733
59.80586903950412,0.06393141120752499,384,1,0,89.21423107289087
51.78918091279207,0.009340224865353408,25,6,0,62.656365308572234
23.54808384081423,0.19550004761276552,138,6,1,143.4789589936215
73.632950949843,0.11055790311712833,72,10,1,66.02678764336417
31.6733744318813,0.2593074749518911,118,5,0,133.0056331481672
7.310016810988115,0.14196297200746713,384,12,0,152.87718426774563
66.31986811118094,0.29045802837441653,30,5,1,46.84309469776068
21.825514543669648,0.055657654710936345,167,10,2,135.48179765522164
94.34356551352685,0.2605869503866832,278,5,1,27.81210475942302
95.6232148152458,0.23297905583752251,171,6,0,29.63546411023727
91.91211707094261,0.2312765533932156,269,8,2,52.49713926332234
40.16507652426722,0.2534349684350663,421,2,0,116.90458187136839
6.468378570242406,0.22830719728289967,111,6,2,153.48724544469178
93.1902634458339,0.18786609648942462,232,1,0,33.97513938160354
45.67749409014486,0.03937346330471627,68,4,2,73.87733563019623
96.83220780914861,0.009757853847375575,256,10,2,10.46101901858709
96.54389782347901,0.276254354344706,137,3,0,26.09544601952948
86.03589826939921,0.1849950943562214,292,9,2,41.791358625534755
32.97264474661064,0.23896118729285287,334,3,1,135.27316978271895
41.5842842171829,0.14445670545376502,34,6,0,124.20620509130657
85.8579837941014,0.03519245668871834,140,1,1,30.964030537465067
35.10759048984637,0.03755573766076513,362,12,0,108.89928168788859
21.101810935178786,0.2056695861686914,205,6,2,153.06316645324202
57.89611993354327,0.1290917684698388,290,4,2,68.22222376997483
93.93470354527419,0.060157418010101014,413,8,2,18.866733872302703
71.12283068412243,0.14747836402243106,427,11,0,66.08863778846069
59.15581115848967,0.019262681122540225,163,9,1,67.55055011319624
14.23176690822301,0.17459142057431962,391,4,1,150.7411933012094
63.425686536421125,0.0806980213305293,142,10,0,65.68124801766454
99.05511575990501,0.23926773019115644,236,12,0,27.928131897163755
18.307981447469782,0.09310858767707213,198,10,1,147.7830525654003
54.24131697455499,0.13656604472454034,485,6,1,100.62820951283236
88.35044183315577,0.0034861619724301904,486,1,1,36.32918287193682
75.37301868664942,0.021734066338367664,274,4,1,61.87362915133837
71.21649539455046,0.11774806692200544,381,7,0,59.93550549697326
71.73598797877538,0.14398165041513705,495,12,0,58.01907309572054
39.15165936587674,0.18000616443579112,443,1,2,134.48237935201988
32.89122520512687,0.08749877361279097,143,8,1,123.60663332105896
81.8893097704588,0.20849456583796275,220,12,2,40.66777971416888
81.96077249452217,0.25803671915676135,69,10,0,39.419688677845556
87.37187026510985,0.23395529666800494,437,12,0,43.320683982436194
91.75785249286477,0.011885647604507143,386,11,2,35.523745816579556
53.57752789178909,0.14415208417734868,404,6,1,114.36180528486463
52.64404799528396,0.03147905352545246,459,5,1,102.5866986692979
80.83804200184363,0.07261350475875823,440,10,1,64.7308586610028
66.7465734238877,0.2959987779801439,373,11,1,91.52736208008578
71.68685333948181,0.042748662870453966,373,9,2,63.25596164870905
80.6003035964296,0.14966644603540682,466,2,2,70.7162712862391
89.5505074726688,0.1854467202954357,222,5,0,43.496880434896596
37.1095399008959,0.21073949116323118,225,6,1,130.51712185834907
40.68038050079468,0.16789460504607423,235,7,1,104.52867008949413
13.928284284882555,0.0029312542257550977,479,5,1,135.82301988851006
59.93661339463653,0.09793839247319756,140,9,2,82.44450968043587
8.414516010690498,0.15531349301541342,85,1,1,152.8915958407955
49.231811722583714,0.026359949743450007,485,7,2,98.75981890008457
56.55124029721978,0.10518807936275422,295,10,1,82.78101539923313
32.22141895218702,0.009960932637409969,483,7,1,151.86278146261114
61.12915975405602,0.023573549146506223,286,4,0,67.36299130089859
7.897523744209696,0.11907698286047881,165,9,1,143.82453045844608
8.54807793117537,0.0398147262129181,257,12,1,152.87146174881636
83.14705326266754,0.17026225447846743,227,11,0,56.947441609651676
39.218110934069976,0.20683949074117972,199,5,2,134.2488280012463
17.070748701929055,0.24017600973272485,426,4,2,164.2763270676384
54.61310970520641,0.06004507327344302,478,7,1,82.27850166606822
78.14938754436803,0.05024477467772093,172,4,2,63.596800124512
25.5029976122001,0.031370352100320076,189,3,1,122.56933419594488
64.17459520280502,0.190929074863091,43,9,0,57.05746661999732
13.10800917440796,0.21194271794607034,50,11,0,132.64119756469805
9.909763511017731,0.009475843447692612,316,8,1,159.7724340992126
55.47868999897406,0.28086367387310696,440,1,0,105.2134425570584
56.36033655296012,0.015591385095441723,347,7,0,87.03981819479041
65.55584064232963,0.16238890059032113,323,9,1,88.80071525674093
73.97867670365285,0.21271815583527492,84,8,1,45.846346821188035
97.70594754894078,0.26129073712382567,450,8,0,52.66716181551659
54.04853308861355,0.21422607963972834,288,6,2,88.8469311211292
35.68086492941836,0.24051842492093753,185,11,2,139.3946975910429
80.54268850302685,0.10183505776284181,393,4,1,59.91511029353321
30.72906386989705,0.24444753412395365,159,8,1,114.87639560358834
46.70228496703543,0.024034453915402543,282,3,2,74.99411441201218
12.453356227515265,0.26844499681815825,334,9,0,169.53146272242512
7.408320624468463,0.16427771284612086,117,2,2,149.2096019457015
96.45159939440288,0.2451893309887481,148,2,2,23.426410512614734
84.41811144865956,0.13569548535549003,359,12,2,55.769567186526224
71.1175495789013,0.1930733085589575,280,12,2,77.08147932210247
43.85052971935564,0.15792079828083397,356,7,1,122.15734874170114
21.46296040673035,0.21947685652659957,428,12,1,138.43098913240507
19.861519053753174,0.024488994609176872,298,10,0,150.591118646075
28.773075325636555,0.01810562519716914,221,4,0,113.00521490972213
57.17653314708144,0.07413097020304393,390,10,0,64.87924944204778
72.88661265650592,0.0478634040339565,281,8,0,45.32884774833849
67.71875078818448,0.2615350699776605,427,9,2,85.02887823793195
31.59372020986457,0.06576419620741329,75,7,1,99.8594870347624
95.71220166300344,0.2927595767457394,492,5,1,44.789231651021375
75.10020708609801,0.10106873753133205,433,8,0,67.43565112271136
57.66363498858306,0.054635374706609785,257,4,0,77.27246222136304
63.113470892263464,0.23690955214274373,165,2,2,70.48172789017482
44.862005930640045,0.19761233265026282,56,11,2,82.8806471066708
28.53444400260996,0.14945871493594168,432,12,0,136.49070782503546
38.81740447186985,0.16660906528128935,463,6,1,102.60477268041235
76.99538049411507,0.21576053348167915,210,9,1,48.93497551571714
6.367381419826808,0.06853642239938962,157,1,1,142.44790789962164
16.02690084815704,0.2989001748170226,133,11,0,145.16088895352644
9.370250992066511,0.29243794864403494,10,10,1,148.93322295100927
8.869236220302163,0.19509770590408107,465,12,2,179.30059770908827
86.26875548104569,0.059862735278743535,256,7,2,52.224776314864634
71.84749664110225,0.20406847272938738,352,10,0,58.85439027244628
50.04651376329589,0.021659522693752754,137,9,2,102.79153174244409
14.294245261845141,0.009195750661741818,200,10,0,131.22546364510504
51.703508136099074,0.0773048665533641,76,9,1,81.83524895275049
49.97981822415374,0.1387868870217949,13,10,1,87.72824690634232
21.45417764145144,0.26048175162251413,451,11,1,177.8386486447736
46.215906677607435,0.2181507209298924,418,3,2,107.06085265245683
42.857949767750476,0.22281195635999432,312,11,0,94.48629303659348
63.505759314960564,0.1276480003344226,303,5,1,91.17755574621009
65.33389683242616,0.10378049776408887,152,8,0,56.454444051610835
9.30388092834423,0.11131162889538081,200,8,1,147.99387424649674
40.588198389514766,0.2962948691208173,30,4,2,94.25494933250697
64.45669199285246,0.012032757423744744,236,12,2,62.129562151419364
52.79794456510833,0.26010944883673454,322,11,0,91.50464023211983
86.36653491289061,0.17360262257171802,126,11,2,42.1947469241977
67.57589500379979,0.13158462575687713,446,1,2,78.32330507936396
20.47877057273582,0.21757729812454094,311,1,0,138.90015744097653
11.704031003040836,0.14600068242741085,151,4,1,157.25270738339856
66.02983142959998,0.26202697142449816,493,6,2,91.25656893357093
7.518574501454072,0.27021055920337755,469,8,0,157.22218370354722
60.64868022097901,0.1265162780620366,410,6,2,95.04982671247633
94.32187293537098,0.08304833917051548,48,12,2,16.918286393995643
59.670046898208504,0.17770509857800867,402,9,2,103.3875094575031
41.87614298961958,0.2737090036850073,364,9,2,120.31040996324745
66.11238075202355,0.06319865670169997,261,2,0,59.124268201373724
48.53402459669408,0.18688997506904484,342,10,0,101.60050852539274
56.83359498501382,0.18946806602775615,216,1,0,93.06220413267427
94.43915683376989,0.2199339067245843,219,2,2,22.58058948856575
41.67975059107356,0.03947030553817794,124,5,2,91.25092151922298
96.31310356327185,0.21474748940462657,234,4,2,25.750833325332884
91.00831098582606,0.2727097561996923,143,4,0,22.779305229086788
23.600157804983162,0.05390493266107259,260,9,2,122.73177567929314
11.589323583140718,0.07126299747716329,228,11,1,149.304666417189
14.573910130855532,0.29141852821249187,416,8,2,175.5348386908714
6.7310734368972245,0.054293085812846927,452,6,1,168.38951398240127
13.972081271813197,0.2563155280108737,100,1,2,146.39904189913366
69.8856434745539,0.14768335693441043,363,2,0,62.392994895366556
11.762921603721754,0.07416932232095311,385,6,2,166.26568782766734
35.302684877907325,0.2612249703817534,55,11,1,117.19227620169511
85.26315454209818,0.13359157650079964,47,2,1,24.067549376700313
7.210833894903457,0.15444520617890706,151,10,2,163.4424940534392
82.3745058459489,0.1077700108199297,109,5,1,42.8725123871778
31.776203603472993,0.17788525543047823,337,5,1,119.94465387265207
16.225658624057345,0.04905716177550683,199,6,0,137.05058759004731
71.19003070959431,0.11732446099552821,44,6,2,46.35344970295558
64.74957044408899,0.2908236967005862,156,6,2,101.55220856921187
88.35984128507003,0.07744002981033826,39,2,2,28.59968839416846
74.83174916136915,0.19702099936238765,343,10,1,66.62104677454808
81.33068838656061,0.09755701926740847,93,3,2,42.25844894429664
31.793284394274117,0.2320419377059802,378,6,2,146.60379617586278
21.856756659073667,0.03926209821550495,290,8,0,132.84416847778007
76.30840140588154,0.2909463135235634,433,12,0,65.8356205886983
81.64930023039008,0.13613686241509176,353,11,0,60.425725056143634
99.09798849006397,0.07081513900393918,279,12,1,17.094328555087895
44.19867930658552,0.022049024199003796,163,1,2,82.25547895926688
40.3417181503144,0.05092737152626222,111,1,0,84.93692703328092
78.75923127048969,0.1559321845668053,224,11,0,66.15072783100106
37.37633632403669,0.10110095292938588,159,2,0,108.2569888296071
93.42194593233864,0.24866500976478284,441,11,2,38.45465774980717
86.54921142508613,0.12926625709854178,92,12,2,28.896146606877263
45.75443260062674,0.07461428177628897,119,12,2,99.12351236795784
76.33275144019225,0.18514349598120902,444,6,1,64.02399248035162
76.68157303804482,0.21203316506563374,396,9,1,50.88510140444026
14.796767539413597,0.05011257237028496,435,4,0,155.31888583087309
90.74252613455883,0.0502857648864953,284,3,2,42.683977218222154
52.998975382546426,0.011001428080062891,210,12,0,92.96625150990602
83.51345928023545,0.22092060451969214,293,8,2,44.832541924258976
35.40471209790812,0.19914135828654153,477,11,2,143.3917263320487
90.07470670713904,0.14238926272494415,182,10,2,33.236902812254876
41.974159479745495,0.2532511346907591,336,9,1,128.91279095370697
6.029576890628344,0.24170104588501595,215,12,1,169.52755725833381
91.01128775983005,0.17560630931902563,72,11,2,10.647415399879506
13.672234294682688,0.2604813841539776,82,5,0,164.0831071407583
35.334795571089415,0.06175236301103047,260,9,2,113.60326330590694
95.25588686982647,0.03357588581931836,133,2,2,21.21290222536437
95.30767895906783,0.08092488345509688,384,3,0,16.844279449434676
59.47659937171218,0.017126056826794456,130,7,2,73.1946687845521
65.02453515613092,0.1593508584003096,284,7,0,85.66001751324569
47.60232458794038,0.28098170768848846,440,6,1,133.99880186849788
32.85502331131613,0.011803062200552893,407,6,1,135.66161609100627
36.22313181014202,0.03663297420300804,129,2,0,109.48919803439777
68.88925332731864,0.1356597084850306,431,10,1,59.55533189978971
76.47558029657961,0.28016250525837144,446,6,1,72.91748272302337
80.2000091539556,0.09484683149302515,326,4,0,44.817232191588545
80.01372356548262,0.15217044260651771,173,12,1,48.587715530264425
13.664579789625584,0.01247185771511763,433,3,2,139.61346487336652
51.96992894674524,0.04450296028862666,474,11,2,95.86858551639446
10.468082201581208,0.29598903688765404,295,2,0,158.6754977039502
57.20524382075487,0.28953560893081365,274,1,1,86.88725115571592
46.945397630470815,0.0014819942803228846,329,11,2,90.72364140839838
89.33189736203848,0.28554353562697166,170,11,2,37.42078357440843
38.33692619244748,0.1917359813446501,385,5,1,124.19335736904151
16.121366560622555,0.2603754883560066,317,2,1,129.701788698152
18.584209795019405,0.13642195669015772,98,2,2,110.08045457860014
77.34351001315986,0.15467880857377506,151,7,2,45.88176200973022
63.7307160150448,0.14665397407707606,212,8,0,70.35893423423046
14.606654231665074,0.2000592772638313,318,10,0,155.88409468173336
12.990146580924756,0.04189537642689387,236,8,2,137.13282540139534
71.5920674886164,0.008992076961803385,498,4,0,68.0561545553924
11.912485604598384,0.09237898247735728,452,1,2,160.61545276715086
83.07670563258384,0.211404228820994,343,11,2,45.759572023519226
72.09301157986714,0.060556035636884505,231,7,0,66.57284262945454
12.728134160980478,0.20202972999747518,50,1,0,145.27914837295367
13.059582838093233,0.2909736138321811,205,11,1,160.67891738910214
98.73075995761167,0.028170214736825516,77,4,1,7.850828113262303
40.55572559683143,0.20178063546753788,485,8,1,144.54217440874694
40.211003971354636,0.13312506579137134,273,2,2,115.95371802371317
82.21595888946274,0.2604426763132516,11,6,0,35.36826231939621
94.98861485146658,0.05314493683421577,370,6,2,36.88399340819493
98.67010106317274,0.20778778566784936,134,12,0,2.708188514066652
76.57092759959946,0.25143458689443304,119,9,2,54.861340571993516
40.744660625437,0.28338426584220694,95,5,1,110.99382525487475
12.932568086373532,0.20497440848689374,434,10,1,163.86007591557137
